"name","price","speed","modules","price_per_gb","color","first_word_latency","cas_latency"
"Corsair Vengeance 64 GB",224.99,"5,6000","2,32",3.515,"White / Gray",13.333,40
"G.Skill Ripjaws S5 64 GB",199.99,"5,5600","2,32",3.125,"Black",12.857,36
"Corsair Vengeance RGB 32 GB",149.99,"5,6800","2,16",4.687,"Black",11.765,40
"G.Skill Ripjaws Z 32 GB",75.05,"3,1600","4,8",2.345,"Black / Red",12.5,10
"Corsair Vengeance RGB 32 GB",114.99,"5,5600","2,16",3.593,"White / Gray",14.286,40
"TEAMGROUP T-Force Delta RGB 32 GB",114.99,"5,6800","2,16",3.593,"White / Black",10,34
"G.Skill Trident Z RGB 16 GB",55.99,"4,3000","2,8",3.499,"Black",10.667,16
"Klevv CRAS X RGB 16 GB",46.99,"4,3200","2,8",2.937,"Black",10,16
"Klevv CRAS X RGB 32 GB",70.98,"4,3600","2,16",2.218,"Black",10,18
"Corsair Vengeance RGB Pro SL 16 GB",51.99,"4,3200","2,8",3.249,"Black",10,16
"Corsair Dominator Platinum RGB 32 GB",169.99,"5,6000","2,16",5.312,"White",12,36
"Patriot Viper Elite II 32 GB",59.99,"4,3200","1,32",1.875,"Red / Black",11.25,18
"Patriot Viper Steel 8 GB",19.98,"4,3000","1,8",2.498,"Silver / Black",10.667,16
"Crucial CT2K8G4DFS8266 16 GB",53.99,"4,2666","2,8",3.374,"Green",14.254,19
"Kingston FURY Beast 16 GB",50.37,"4,2666","2,8",3.148,"Black",12.003,16
"G.Skill Flare X5 32 GB",101.99,"5,5200","2,16",3.187,"Black / White",13.846,36
"Crucial CT32G4DFD832A 32 GB",65.98,"4,3200","1,32",2.062,"Green / Black",13.75,22
"G.Skill Ripjaws S5 96 GB",389.99,"5,6800","2,48",4.062,"Black",10,34
"G.Skill Trident Z5 RGB 32 GB",239.99,"5,8000","2,16",7.5,"Silver / Black",9.5,38
"Kingston FURY Beast RGB 64 GB",219.99,"5,5600","2,32",3.437,"Black",14.286,40
"Crucial CT8G4DFRA266 8 GB",16.98,"4,2666","1,8",2.123,"Green",14.254,19
"TEAMGROUP T-Force Zeus 32 GB",55.99,"4,3200","2,16",1.75,"Red / Silver",10,16
"Kingston FURY Renegade 64 GB",239.99,"5,6000","2,32",3.75,"Silver / Black",10.667,32
"G.Skill Ripjaws V 8 GB",33.99,"4,3200","2,4",4.249,"Black",10,16
"Crucial CT102472BA186D 8 GB",21.99,"3,1866","1,8",2.749,"Green / Black",13.934,13
"G.Skill Ripjaws V 64 GB",2601.42,"4,3000","4,16",40.647,"Red",9.333,14
"TEAMGROUP T-Force Xtreem ARGB 32 GB",169.99,"4,3600","2,16",5.312,"White",7.778,14
"Kingston FURY Beast 64 GB",159.99,"4,3600","2,32",2.5,"Black / Silver",10,18
"G.Skill Aegis 16 GB",32.99,"4,2133","1,16",2.062,"Black / Red",14.065,15
"Kingston FURY Renegade 96 GB",320.98,"5,6000","2,48",3.344,"Silver / Black",10.667,32
"Corsair Vengeance RGB 32 GB",134.07,"5,6000","2,16",4.19,"Black / Gray",12,36
"G.Skill Trident Z5 RGB 32 GB",127.99,"5,6600","2,16",4,"White / Black",10.303,34
"G.Skill Trident Z RGB 64 GB",554.16,"4,3600","4,16",8.659,"Black",7.778,14
"Corsair Dominator Platinum RGB 64 GB",254.99,"4,3600","4,16",3.984,"White",10,18
"Corsair Vengeance 32 GB",104.99,"5,5600","1,32",3.281,"Black / Gray",14.286,40
"Patriot Viper Venom 32 GB",102.99,"5,6200","2,16",3.218,"Black / White",12.903,40
"Corsair Vengeance RGB RS 16 GB",62.99,"4,3600","2,8",3.937,"Black / Gray",10,18
"Patriot Signature Premium 8 GB",18.98,"4,2666","1,8",2.373,"Black",14.254,19
"Kingston FURY Beast RGB 8 GB",38.09,"4,3200","1,8",4.761,"Black / Silver",10,16
"Kingston Fury Renegade RGB 96 GB",389.99,"5,6400","2,48",4.062,"Silver / Black",10,32
"G.Skill Ripjaws V 32 GB",139.99,"4,4600","2,16",4.375,"Black",8.261,19
"G.Skill Trident Z5 RGB 48 GB",184.99,"5,6400","2,24",3.854,"Black",10,32
"Kingston Fury Renegade RGB 64 GB",249.99,"5,6400","2,32",3.906,"Silver / Black",10,32
"Corsair Vengeance LPX 32 GB",74.98,"4,3000","1,32",2.343,"Black / Yellow",10.667,16
"Patriot Viper Elite 5 RGB 32 GB",89.99,"5,5600","1,32",2.812,"White",13.571,38
"OCZ Fatal1ty Edition 4 GB",119.96,"2,800","2,2",29.99,"Black",12.5,5
"Corsair Vengeance RGB Pro SL 32 GB",92.99,"4,3200","4,8",2.906,"White / Black",10,16
"G.Skill Ripjaws V 128 GB",521,"4,4000","4,32",4.07,"Black",9,18
"TEAMGROUP T-Force Delta RGB 32 GB",209.99,"5,8000","2,16",6.562,"White / Silver",9.5,38
"Corsair Vengeance 64 GB",289.99,"5,6400","4,16",4.531,"Black / Gray",10,32
"Corsair Vengeance 32 GB",156.44,"5,7000","2,16",4.889,"Gray",9.714,34
"Patriot Viper Steel RGB 16 GB",48.99,"4,3600","2,8",3.062,"Black",11.111,20
"GOODRAM IRDM PRO 8 GB",80.86,"4,3600","1,8",10.107,"Black",10,18
"PNY XLR8 Gaming MAKO 32 GB",199.99,"5,5600","2,16",6.25,"Black / Silver",12.857,36
"Corsair Vengeance LPX 64 GB",219.99,"4,4000","4,16",3.437,"Black",9,18
"Kingston Fury Renegade RGB 16 GB",72.99,"5,6000","1,16",4.562,"Silver / Black",10.667,32
"Patriot Viper Xtreme 5 RGB 48 GB",249.99,"5,8000","2,24",5.208,"Black",9.5,38
"Kingston FURY Beast 64 GB",217.99,"5,6000","2,32",3.406,"Black",13.333,40
"Corsair Dominator Platinum RGB 32 GB",164.99,"5,6000","2,16",5.156,"Black",10,30
"G.Skill Flare X5 96 GB",284.99,"5,5600","2,48",2.969,"Black",14.286,40
"Kingston FURY Beast RGB 32 GB",140.94,"5,6000","2,16",4.404,"Black",13.333,40
"TEAMGROUP T-Force Delta RGB 32 GB",159.99,"5,7600","2,16",5,"White / Silver",9.474,36
"Corsair Vengeance LPX 16 GB",79.99,"4,4000","2,8",4.999,"Black / Yellow",9.5,19
"Corsair Vengeance RGB 64 GB",249.99,"5,5600","4,16",3.906,"Black / Gray",12.857,36
"Corsair Vengeance 32 GB",114.99,"5,6200","2,16",3.593,"Black",11.613,36
"PNY XLR8 Gaming EPIC-X RGB 32 GB",71.98,"4,3200","2,16",2.249,"Black",10,16
"Kingston FURY Beast 8 GB",40.01,"5,4800","1,8",5.001,"Black",15.833,38
"Corsair Vengeance 64 GB",239.99,"5,5600","4,16",3.75,"Gray",12.857,36
"G.Skill Trident Z5 RGB 32 GB",117.99,"5,6000","2,16",3.687,"Silver / Black",12,36
"Corsair Dominator Titanium 48 GB",229.99,"5,6000","2,24",4.791,"White",10,30
"G.Skill Trident Z5 RGB 48 GB",162.99,"5,6400","2,24",3.396,"Black",11.25,36
"Corsair Vengeance 48 GB",189.99,"5,7000","2,24",3.958,"Black",11.429,40
"Patriot Viper Steel RGB 32 GB",83.99,"4,3600","2,16",2.625,"Black",11.111,20
"G.Skill Aegis 32 GB",62.99,"4,2666","2,16",1.968,"Black / Red",14.254,19
"Kingston FURY Renegade 32 GB",238.26,"5,7200","2,16",7.446,"White / Silver",10.556,38
"Kingston FURY Beast 32 GB",122.98,"5,5600","2,16",3.843,"Black",14.286,40
"G.Skill Trident Z 16 GB",49.99,"4,3200","2,8",3.124,"Black / White",10,16
"G.Skill Trident Z5 RGB 32 GB",117.99,"5,5600","2,16",3.687,"White / Black",10,28
"Corsair Dominator Platinum RGB 32 GB",117.99,"4,3600","2,16",3.687,"Black",10,18
"Corsair Dominator Platinum RGB 16 GB",89.99,"4,3600","2,8",5.624,"White",10,18
"Kingston FURY Beast RGB 8 GB",38.99,"5,5200","1,8",4.874,"Black",15.385,40
"G.Skill Ripjaws V 32 GB",166.93,"4,3200","2,16",5.217,"Black",8.75,14
"TEAMGROUP T-Force DELTAα RGB 32 GB",104.99,"5,6000","2,16",3.281,"White",12.667,38
"Mushkin Enhanced Redline 64 GB",167.99,"5,5600","2,32",2.625,"Black",12.857,36
"Patriot Viper Elite II 16 GB",31.99,"4,3600","1,16",1.999,"Red / Black",11.111,20
"Crucial CT51264BA160B 4 GB",10.4,"3,1600","1,4",2.6,"Green",13.75,11
"Patriot Viper Venom 32 GB",107.99,"5,6800","2,16",3.375,"Black / White",10,34
"G.Skill Ripjaws S5 48 GB",174.99,"5,6800","2,24",3.646,"Black",10,34
"Patriot Viper Steel 64 GB",127.99,"4,3200","2,32",2,"Gray",10,16
"Kingston FURY Beast 32 GB",98.55,"4,3200","4,8",3.08,"Black",10,16
"Kingston FURY 64 GB",259.99,"5,5600","4,16",4.062,"White",14.286,40
"Corsair Vengeance RGB Pro 32 GB",90.98,"4,2666","2,16",2.843,"White",12.003,16
"G.Skill Trident Z Royal 16 GB",91.8,"4,3600","2,8",5.737,"Silver",10,18
"Thermaltake TOUGHRAM RGB 16 GB",110.42,"4,3600","2,8",6.901,"Black / Silver",10,18
"Corsair Vengeance RGB Pro 16 GB",64.98,"4,3600","2,8",4.061,"White",10,18
"GeIL Orion AMD Edition 16 GB",39.99,"4,3600","2,8",2.499,"Red",10,18
"TEAMGROUP T-Create Expert 64 GB",124.99,"4,3600","2,32",1.953,"Gray",10,18
"Corsair Vengeance RGB 32 GB",109.99,"5,5200","2,16",3.437,"Black",15.385,40
"G.Skill Trident Z5 RGB 48 GB",229.99,"5,7600","2,24",4.791,"White / Black",10,38
"Samsung M471B5273DH0-CK0 4 GB",9.34,"3,1600","1,4",2.335,"Green",13.75,11
"GOODRAM IRDM PRO 16 GB",80.66,"4,3600","2,8",5.041,"Black",10,18
"G.Skill Trident Z Royal 32 GB",104.99,"4,3200","2,16",3.281,"Silver",10,16
"Kingston FURY Renegade 32 GB",139.99,"5,6400","2,16",4.375,"Silver / Black",10,32
"Kingston FURY Renegade 32 GB",249.99,"5,8000","2,16",7.812,"Silver / White",9.5,38
"G.Skill Trident Z5 RGB 32 GB",113.99,"5,5200","2,16",3.562,"Black",13.846,36
"Corsair Vengeance LPX 32 GB",94.99,"4,3600","4,8",2.968,"Black / Yellow",8.889,16
"Patriot Viper Venom 32 GB",104.99,"5,5600","2,16",3.281,"Black / White",12.857,36
"Silicon Power XPOWER Zenith RGB Gaming 16 GB",45.97,"4,3200","2,8",2.873,"Black",10,16
"TEAMGROUP T-Force Delta TUF Gaming Alliance 16 GB",49.99,"4,3200","2,8",3.124,"Black / Gold",10,16
"Mushkin Redline Lumina 64 GB",189.47,"4,3600","2,32",2.96,"Black",8.889,16
"Corsair Vengeance LPX 32 GB",94.99,"4,3200","4,8",2.968,"Black / Yellow",10,16
"Patriot Viper 4 Blackout 32 GB",64.98,"4,3200","2,16",2.031,"Black",10,16
"Corsair Vengeance RGB Pro 32 GB",139.99,"4,3600","4,8",4.375,"White",10,18
"Corsair Vengeance RGB RT 32 GB",124.99,"4,4000","2,16",3.906,"Black",9,18
"G.Skill Ripjaws V 16 GB",41.83,"4,2133","2,8",2.614,"Black / Red",14.065,15
"G.Skill Ripjaws S5 64 GB",199.99,"5,6000","2,32",3.125,"Black",10.667,32
"Kingston FURY Beast RGB 32 GB",131.47,"5,4800","2,16",4.108,"Black",15.833,38
"Patriot Viper 4 Blackout 32 GB",69.98,"4,3600","2,16",2.187,"Black",10,18
"Patriot Viper Steel RGB 32 GB",76.98,"4,3200","2,16",2.406,"Black",11.25,18
"Kingston FURY Renegade 32 GB",134.99,"5,6400","1,32",4.218,"Silver / Black",10,32
"Crucial CT4G4DFS824A 4 GB",15,"4,2400","1,4",3.75,"Black / Green",14.167,17
"Kingston FURY Renegade 48 GB",226.16,"5,6400","1,48",4.712,"Silver / Black",10,32
"G.Skill Trident Z5 32 GB",116.99,"5,6000","2,16",3.656,"Black",10,30
"Corsair Vengeance LPX 8 GB",24.99,"4,2400","1,8",3.124,"Red",13.333,16
"Crucial CT2K16G4RFD4213 32 GB",64.98,"4,2133","2,16",2.031,"Green",14.065,15
"Corsair Vengeance RGB 32 GB",157.99,"5,7000","2,16",4.937,"Black",10.286,36
"Crucial CT2K4G4DFS824A 8 GB",25.99,"4,2400","2,4",3.249,"Green",14.167,17
"Kingston FURY Renegade 16 GB",70.98,"4,3600","2,8",4.436,"Black / Silver",8.889,16
"Timetec PINNACLE Konduit 16 GB",47.55,"4,3600","2,8",2.972,"White",10,18
"Kingston FURY Beast 8 GB",29.31,"4,3600","1,8",3.664,"Black",9.444,17
"Corsair Vengeance RGB 48 GB",209.99,"5,7200","2,24",4.375,"Black",10,36
"Patriot Viper Elite 5 RGB 32 GB",99.99,"5,6000","1,32",3.125,"White",14,42
"GOODRAM IRDM PRO 32 GB",128.21,"4,3600","2,16",4.007,"Black",10,18
"Crucial CT8G4DFD8213 8 GB",21,"4,2133","1,8",2.625,"Black / Green",14.065,15
"G.Skill Trident Z RGB 16 GB",133.37,"4,4400","2,8",8.336,"Black",7.273,16
"G.Skill Trident Z5 RGB 96 GB",299.99,"5,5600","2,48",3.125,"Black",14.286,40
"Corsair Vengeance RGB 48 GB",164.99,"5,6000","2,24",3.437,"Black / Silver",12,36
"Patriot Viper Xtreme 5 48 GB",179.99,"5,7600","2,24",3.75,"Black",9.474,36
"Mushkin Redline Lumina 64 GB",194.99,"5,6400","2,32",3.047,"Black",10,32
"Kingston KSM48E40BD8KM-32HM 32 GB",124.99,"5,4800","1,32",3.906,"Green",16.667,40
"G.Skill Trident Z5 RGB 32 GB",124.99,"5,6800","2,16",3.906,"Silver / Black",10,34
"Crucial Pro 48 GB",169.99,"5,5600","2,24",3.541,"Black",16.429,46
"Corsair Dominator Titanium First Edition 32 GB",234.99,"5,7200","2,16",7.343,"Black",9.444,34
"G.Skill Ripjaws X 16 GB",44.99,"3,1600","2,8",2.812,"Black / Blue",11.25,9
"Kingston FURY Beast 64 GB",194.99,"5,4800","2,32",3.047,"Black",15.833,38
"G.Skill Ripjaws S5 64 GB",255.36,"5,5200","2,32",3.99,"Black",13.846,36
"Kingston FURY Beast RGB 64 GB",224.99,"5,6000","2,32",3.515,"Black",13.333,40
"Kingston FURY Beast RGB 32 GB",130.87,"5,6000","1,32",4.09,"Black",12,36
"Kingston ValueRAM 1 GB",11.95,"2,667","1,1",11.95,"Green",14.993,5
"G.Skill Ripjaws V 32 GB",67.98,"4,2400","2,16",2.124,"Red",12.5,15
"Corsair Vengeance LPX 64 GB",129.99,"4,2666","2,32",2.031,"Black / Yellow",12.003,16
"Corsair Vengeance RGB Pro 128 GB",324.99,"4,3200","4,32",2.539,"Black",10,16
"Corsair Vengeance RGB 64 GB",209.99,"5,5600","2,32",3.281,"White / Gray",14.286,40
"G.Skill Trident Z5 RGB 48 GB",249.99,"5,8000","2,24",5.208,"Silver / Black",10,40
"G.Skill Ares 16 GB",1368.64,"3,2133","2,8",85.54,"Black / Red",10.314,11
"Crucial CT64G4LFQ424A 64 GB",179,"4,2400","1,64",2.797,"Black / Green",14.167,17
"G.Skill Ripjaws S5 32 GB",104.99,"5,5600","2,16",3.281,"White",10.714,30
"TEAMGROUP T-Force Xtreem ARGB 64 GB",139.99,"4,3600","2,32",2.187,"White",10,18
"Kingston FURY Beast 16 GB",65.98,"5,6000","1,16",4.124,"Black / Silver",13.333,40
"Patriot Signature Line 4 GB",11.99,"4,2400","1,4",2.998,"Black / Green",13.333,16
"Patriot Signature Line 16 GB",31.99,"4,3200","1,16",1.999,"",13.75,22
"Patriot Viper Venom RGB 32 GB",102.99,"5,5600","2,16",3.218,"Black / White",12.857,36
"Crucial CT2K16G52C42U5 32 GB",109.85,"5,5200","2,16",3.433,"Black",16.154,42
"Corsair Vengeance 96 GB",319.99,"5,5600","4,24",3.333,"Black / Silver",14.286,40
"G.Skill Ripjaws X 16 GB",57.4,"3,1600","4,4",3.587,"Black / Red",11.25,9
"TEAMGROUP Xtreem 48 GB",249.99,"5,8000","2,24",5.208,"Black",9.5,38
"Kingston FURY Beast RGB 32 GB",133.35,"5,5200","2,16",4.167,"Black",13.846,36
"Mushkin Enhanced Redline 96 GB",249.99,"5,5600","2,48",2.604,"Black",16.429,46
"Corsair Vengeance 64 GB",179.99,"5,4400","2,32",2.812,"Black / Gray",16.364,36
"Corsair Dominator Platinum RGB 128 GB",663.92,"4,3200","4,32",5.187,"Black",10,16
"TEAMGROUP T-Force Xtreem ARGB 32 GB",114.05,"4,4000","2,16",3.564,"White",9,18
"Corsair Vengeance RGB Pro 16 GB",69.98,"4,2666","2,8",4.374,"White",12.003,16
"Patriot Viper Elite II 8 GB",24.99,"4,4000","1,8",3.124,"Red / Black",10,20
"Silicon Power XPOWER Zenith RGB Gaming 64 GB",184.99,"5,6000","2,32",2.89,"White",10,30
"G.Skill Trident Z5 RGB 32 GB",119.99,"5,6000","2,16",3.75,"Black",10.667,32
"Kingston FURY Renegade 16 GB",80.75,"5,6000","1,16",5.047,"White / Silver",10.667,32
"G.Skill Ripjaws S5 32 GB",102.99,"5,5200","2,16",3.218,"White",13.846,36
"ADATA XPG GAMMIX D10 32 GB",104.81,"4,3200","2,16",3.275,"Black / Silver",10,16
"Corsair Vengeance RGB RT 16 GB",72.98,"4,3600","2,8",4.561,"Black",8.889,16
"G.Skill Ripjaws V 8 GB",28.99,"4,2400","2,4",3.624,"Black / Red",12.5,15
"G.Skill Flare X5 32 GB",105.99,"5,5600","2,16",3.312,"Black",12.857,36
"Patriot Viper Venom 64 GB",194.99,"5,6000","2,32",3.047,"Black / White",12,36
"G.Skill Aegis 16 GB",33.99,"4,2666","1,16",2.124,"Black / Red",14.254,19
"Kingston Fury Renegade RGB 32 GB",270.98,"5,8000","2,16",8.468,"Silver / White",9.5,38
"Samsung M393A4K40BB1-CRC 32 GB",46.37,"4,2400","1,32",1.449,"Green",14.167,17
"Crucial CT2K16G56C46S5 32 GB",94.99,"5,5600","2,16",2.968,"Black",16.429,46
"Kingston Fury Renegade RGB 32 GB",135.75,"4,3600","2,16",4.242,"Black / Silver",8.889,16
"Corsair Vengeance LPX 64 GB",144.99,"4,2400","4,16",2.265,"Black / Yellow",11.667,14
"TEAMGROUP Xtreem ARGB 48 GB",259.99,"5,8000","2,24",5.416,"Black",9.5,38
"Klevv BOLT V 32 GB",99.99,"5,6400","2,16",3.125,"Black",10,32
"TEAMGROUP T-Force Delta RGB 16 GB",53.85,"4,3200","2,8",3.366,"White",10,16
"Corsair Vengeance RGB 64 GB",229.99,"5,6200","2,32",3.594,"Black / Silver",10.323,32
"Corsair Vengeance RGB 32 GB",135.99,"5,6200","2,16",4.25,"Black",11.613,36
"Crucial CT2K8G4DFS824A 16 GB",40,"4,2400","2,8",2.5,"Green / Black",14.167,17
"Kingston HyperX Fury 4 GB",37.99,"4,2666","1,4",9.498,"Black / Silver",12.003,16
"G.Skill Trident Z RGB 16 GB",54.99,"4,3600","2,8",3.437,"Black",10,18
"G.Skill Ripjaws S5 32 GB",105.99,"5,6000","2,16",3.312,"White",10.667,32
"OLOy MD4U083016BJDA 16 GB",36.99,"4,3000","2,8",2.312,"Black",10.667,16
"Kingston Fury Beast RGB Special Edition 16 GB",65.62,"4,3200","2,8",4.101,"White",10,16
"Kingston ValueRAM 16 GB",39.48,"4,3200","1,16",2.467,"",13.75,22
"Kingston FURY Renegade Pro 256 GB",2002.94,"5,6800","8,32",7.824,"Black",10,34
"Corsair Vengeance RGB Pro SL 16 GB",74.98,"4,3600","2,8",4.686,"Black",8.889,16
"Patriot Signature Line 16 GB",34.99,"4,3200","2,8",2.187,"",11.875,19
"TEAMGROUP T-Force Vulcan Z 32 GB",57.99,"4,3600","2,16",1.812,"Red / Black",10,18
"Mushkin Redline 16 GB",42.67,"4,3200","2,8",2.667,"White",10,16
"Corsair Vengeance RGB Pro SL 64 GB",149.99,"4,3600","2,32",2.344,"Black",10,18
"Corsair Vengeance RGB Pro 16 GB",99.99,"4,4000","2,8",6.249,"Black",9,18
"Kingston FURY Beast RGB 32 GB",132.99,"5,5600","2,16",4.156,"Black",14.286,40
"Crucial CT2KIT51264BD160B 8 GB",19.89,"3,1600","2,4",2.486,"Green",13.75,11
"Corsair Vengeance LPX 16 GB",74.98,"4,2666","4,4",4.686,"Black / Yellow",11.253,15
"TEAMGROUP T-Force Vulcan Z 8 GB",25.45,"4,3200","1,8",3.181,"Red",10,16
"G.Skill Trident Z5 RGB 64 GB",204.99,"5,5600","2,32",3.203,"Black",10.714,30
"Corsair Vengeance RGB RS 64 GB",154.99,"4,3600","2,32",2.422,"Black",10,18
"G.Skill Trident Z5 RGB 64 GB",209.99,"5,6000","2,32",3.281,"Black",10.667,32
"Patriot Signature Line 32 GB",79.98,"5,4800","2,16",2.499,"Black",16.667,40
"Corsair Vengeance 64 GB",219.9,"5,6200","2,32",3.436,"Black / Gray",10.323,32
"Corsair Vengeance LPX 16 GB",38.98,"4,3200","2,8",2.436,"Red",10,16
"Corsair Vengeance 32 GB",124.99,"5,6200","2,16",3.906,"Black",11.613,36
"Patriot Signature Premium 8 GB",16.98,"4,2400","1,8",2.123,"Black",14.167,17
"Corsair Vengeance 64 GB",164.99,"5,4800","2,32",2.578,"Black / White",16.667,40
"Kingston KVR21R15D4K4/64 64 GB",129.46,"4,2133","4,16",2.023,"Black / Green",14.065,15
"Lexar Ares RGB 16 GB",57,"4,3600","2,8",3.562,"Black",10,18
"G.Skill Ripjaws V 16 GB",74.99,"4,4400","2,8",4.687,"Black",8.182,18
"V-Color Prism Pro 16 GB",45.99,"4,3600","2,8",2.874,"Black",10,18
"G.Skill Trident Z 32 GB",117.99,"5,6400","2,16",3.687,"White / Black",10,32
"Patriot Viper Elite II 64 GB",114.98,"4,2666","2,32",1.797,"Red / Black",13.503,18
"Corsair Dominator Platinum RGB 32 GB",179.99,"4,3600","4,8",5.625,"Black",10,18
"Crucial Pro Overclocking 16 GB",78.23,"5,6000","1,16",4.889,"Black",12,36
"Corsair Vengeance RGB 32 GB",136.99,"5,6400","2,16",4.281,"Black",11.875,38
"Patriot Viper Elite II 32 GB",61.99,"4,3600","1,32",1.937,"Red / Black",11.111,20
"TEAMGROUP Elite Plus 64 GB",147.99,"5,4800","2,32",2.312,"Black",16.667,40
"Kingston FURY 64 GB",269.56,"5,5200","4,16",4.212,"White",15.385,40
"G.Skill Ripjaws S5 32 GB",103.99,"5,5600","2,16",3.25,"Black",12.857,36
"Corsair Dominator Platinum RGB 64 GB",239.99,"5,5600","2,32",3.75,"Black",14.286,40
"Patriot Viper Steel RGB 8 GB",21.99,"4,3200","1,8",2.749,"Black",11.25,18
"ADATA XPG GAMMIX D10 16 GB",114.37,"4,3200","2,8",7.148,"Black",10,16
"TEAMGROUP T-Force Zeus 64 GB",109.99,"4,3200","2,32",1.719,"Red",12.5,20
"G.Skill Ripjaws V 16 GB",37.99,"4,2400","2,8",2.374,"Red",14.167,17
"G.Skill TridentZ RGB 32 GB",365.22,"4,4000","2,16",11.413,"Black",8,16
"Corsair Vengeance RGB Pro SL 32 GB",81.99,"4,3200","2,16",2.562,"Black",10,16
"G.Skill Trident Z RGB 64 GB",142.99,"4,3200","2,32",2.234,"Black",10,16
"Corsair Vengeance LPX 32 GB",89.99,"4,2666","4,8",2.812,"Black / Yellow",12.003,16
"TEAMGROUP T-Force Xtreem ARGB 32 GB",84.99,"4,3600","2,16",2.656,"Black / Blue",10,18
"Patriot Viper Steel RGB 16 GB",37.99,"4,3600","1,16",2.374,"Black",11.111,20
"Patriot Viper Steel RGB 64 GB",132.99,"4,3600","2,32",2.078,"Black",11.111,20
"Kingston HyperX Fury 64 GB",399,"4,3600","2,32",6.234,"Black / Silver",10,18
"Kingston Server Premier 32 GB",299,"4,2933","1,32",9.344,"",14.32,21
"G.Skill Trident Z Neo 16 GB",59.99,"4,3600","2,8",3.749,"Black / Silver",10,18
"G.Skill Ripjaws V 16 GB",43.99,"4,2666","2,8",2.749,"Black / Red",11.253,15
"G.Skill Trident Z Neo 16 GB",699.99,"4,3800","2,8",43.749,"Black / Silver",7.368,14
"Corsair Vengeance RGB Pro SL 32 GB",114.99,"4,3200","4,8",3.593,"Black",10,16
"Corsair Vengeance RGB 64 GB",214.99,"5,5600","2,32",3.359,"White / Black",12.857,36
"Corsair Vengeance RGB Pro 16 GB",59.99,"4,2666","2,8",3.749,"Black",12.003,16
"Kingston FURY Beast 8 GB",40.29,"5,5200","1,8",5.036,"Black",15.385,40
"TEAMGROUP T-Force Delta RGB Valkyrie Edition 32 GB",99.99,"5,5600","2,16",3.125,"Black / Silver",14.286,40
"V-Color TRA548G68D834O 384 GB",3519.99,"5,6800","8,48",9.167,"Black",10,34
"TEAMGROUP Elite 32 GB",56.99,"4,3200","2,16",1.781,"Black",13.75,22
"Corsair Vengeance RGB 32 GB",129.99,"5,5600","2,16",4.062,"Black / Gray",12.857,36
"Mushkin Redline Lumina 16 GB",67.36,"4,3600","2,8",4.21,"White",7.778,14
"G.Skill Trident Z Neo 32 GB",89.99,"4,3200","2,16",2.812,"Silver / Black",10,16
"Corsair Vengeance RGB Pro 32 GB",91.99,"4,2933","2,16",2.875,"Black",10.91,16
"Corsair Vengeance RGB Pro SL 32 GB",99.99,"4,3600","2,16",3.125,"Black",10,18
"Patriot Viper Venom 64 GB",159.99,"5,5200","2,32",2.5,"Black / White",15.385,40
"Corsair Vengeance 64 GB",212.48,"5,5600","2,32",3.32,"Black / Gray",12.857,36
"Patriot Viper Steel 32 GB",62.99,"4,3600","1,32",1.968,"Gray",10,18
"Corsair Vengeance LPX 16 GB",44.99,"4,2666","2,8",2.812,"Black",12.003,16
"Corsair ValueSelect 8 GB",24.99,"4,2666","1,8",3.124,"Black / Yellow",13.503,18
"Kingston FURY Beast 16 GB",60.99,"5,5600","1,16",3.812,"Black",14.286,40
"Kingston FURY Beast RGB 16 GB",73.04,"5,5600","1,16",4.565,"Black",12.857,36
"Corsair Vengeance RGB 64 GB",294.99,"5,6200","4,16",4.609,"Black / Gray",10.323,32
"Timetec PINNACLE Konduit 8 GB",22.99,"4,3600","1,8",2.874,"White",10,18
"G.Skill Trident Z5 RGB 48 GB",184.99,"5,6800","2,24",3.854,"Black",10,34
"Patriot Viper Elite II 32 GB",61.99,"4,3200","2,16",1.937,"Red / Black",11.25,18
"Patriot Viper Elite 5 RGB 64 GB",199.99,"5,6200","2,32",3.125,"White",13.548,42
"G.Skill Flare X 16 GB",42.99,"4,3200","2,8",2.687,"Black",10,16
"G.Skill Aegis 8 GB",20.91,"4,2133","1,8",2.614,"Black / Red",14.065,15
"G.Skill Trident Z 32 GB",114.99,"5,6000","2,16",3.593,"Black",10,30
"Kingston FURY Renegade Pro 128 GB",645,"5,5600","4,32",5.039,"Black",10,28
"G.Skill Ripjaws X 16 GB",58.79,"3,2400","2,8",3.674,"Black / Blue",9.167,11
"G.Skill Ripjaws V 16 GB",42.99,"4,3200","2,8",2.687,"Black",10,16
"TEAMGROUP T-Force DELTAα RGB 32 GB",104.99,"5,6000","2,16",3.281,"Black",12.667,38
"G.Skill Trident Z5 RGB 32 GB",113.99,"5,5600","2,16",3.562,"Black",12.857,36
"Mushkin Redline 32 GB",218.99,"4,3200","2,16",6.843,"White",8.75,14
"Patriot Viper Steel 16 GB",34.99,"4,3600","1,16",2.187,"Gray",10,18
"Kingston FURY Beast 8 GB",27.83,"4,2666","1,8",3.479,"Black",12.003,16
"Corsair Vengeance RGB RS 8 GB",29.99,"4,3200","1,8",3.749,"Black / Gray",10,16
"Kingston Server Premier 64 GB",199,"4,3200","1,64",3.109,"",13.75,22
"Corsair Vengeance RGB Pro SL 256 GB",1272.56,"4,3200","8,32",4.971,"Black",10,16
