name,price,image,category,specifications,uid
G.Skill Ripjaws S5 32 GB,106.99,,RAM,"{'speed': '5,6000', 'modules': '2,16', 'price_per_gb': 3.343, 'color': 'Black', 'first_word_latency': 10.667, 'cas_latency': 32}",786af01f-f3da-4fdf-b53c-e597cb003f68
Corsair Vengeance RGB Pro SL 128 GB,314.99,,RAM,"{'speed': '4,3200', 'modules': '4,32', 'price_per_gb': 2.461, 'color': 'Black', 'first_word_latency': 10.0, 'cas_latency': 16}",259ab861-28bf-42b7-8792-6e98bf02e1f4
Thermaltake TOUGHRAM XG RGB 16 GB,125.38,,RAM,"{'speed': '4,4400', 'modules': '2,8', 'price_per_gb': 7.836, 'color': 'White / Silver', 'first_word_latency': 8.636, 'cas_latency': 19}",6e9e705b-445e-4f18-aba5-f3313f761abe
Timetec 75TT36NU2R8-16GK2 32 GB,105.99,,RAM,"{'speed': '4,3600', 'modules': '2,16', 'price_per_gb': 3.312, 'color': 'Blue', 'first_word_latency': 10.0, 'cas_latency': 18}",c8fb1471-9721-4cd7-b9b7-a2b4044c4292
Kingston FURY Renegade 16 GB,122.9,,RAM,"{'speed': '5,7200', 'modules': '1,16', 'price_per_gb': 7.681, 'color': 'White / Silver', 'first_word_latency': 10.556, 'cas_latency': 38}",e6a35839-a54d-405d-87c3-ee4cfb2dda1d
G.Skill NS 2 GB,10.63,,RAM,"{'speed': '3,1333', 'modules': '1,2', 'price_per_gb': 5.315, 'color': 'Green', 'first_word_latency': 13.503, 'cas_latency': 9}",7af8706d-003b-4440-b20c-cfa2e1956e84
Kingston KVR1333D3S8N9/2G 2 GB,17.39,,RAM,"{'speed': '3,1333', 'modules': '1,2', 'price_per_gb': 8.695, 'color': 'Green', 'first_word_latency': 13.503, 'cas_latency': 9}",26ee8fad-9f33-4d6c-83bc-7356ddf3741b
G.Skill Ripjaws V 8 GB,22.99,,RAM,"{'speed': '4,2400', 'modules': '1,8', 'price_per_gb': 2.874, 'color': 'Red', 'first_word_latency': 14.167, 'cas_latency': 17}",8b983e6c-934a-4698-9d8b-ee31f768aed4
Kingston FURY Impact 16 GB,41.99,,RAM,"{'speed': '4,3200', 'modules': '2,8', 'price_per_gb': 2.624, 'color': 'Black', 'first_word_latency': 12.5, 'cas_latency': 20}",695ac1f9-7756-4fa2-95f8-272cc178aede
Crucial CT2K32G52C42S5 64 GB,219.99,,RAM,"{'speed': '5,5200', 'modules': '2,32', 'price_per_gb': 3.437, 'color': 'Black', 'first_word_latency': 16.154, 'cas_latency': 42}",b53e1425-3a87-4a9c-bc47-3112264452aa
Crucial CT48G56C46S5 48 GB,159.85,,RAM,"{'speed': '5,5600', 'modules': '1,48', 'price_per_gb': 3.33, 'color': 'Black', 'first_word_latency': 16.429, 'cas_latency': 46}",f41e7d0a-245e-4383-b5c4-599afb27f32a
G.Skill Trident Z RGB 32 GB,1321.79,,RAM,"{'speed': '4,3200', 'modules': '4,8', 'price_per_gb': 41.306, 'color': 'Black', 'first_word_latency': 8.75, 'cas_latency': 14}",c9ac34b0-4d9c-4e82-8a9a-25ad9f2c99e7
G.Skill Ripjaws S5 64 GB,197.99,,RAM,"{'speed': '5,5600', 'modules': '2,32', 'price_per_gb': 3.094, 'color': 'White', 'first_word_latency': 10.714, 'cas_latency': 30}",41199f6a-112b-4357-9838-40719f08ceb6
Kingston FURY Renegade 64 GB,239.99,,RAM,"{'speed': '5,6000', 'modules': '2,32', 'price_per_gb': 3.75, 'color': 'Silver / Black', 'first_word_latency': 10.667, 'cas_latency': 32}",b3913b30-5dff-4006-b079-1e3b1b9c70f7
G.Skill Sniper Gaming 16 GB,54.06,,RAM,"{'speed': '3,1866', 'modules': '2,8', 'price_per_gb': 3.379, 'color': 'Black / Red', 'first_word_latency': 10.718, 'cas_latency': 10}",20049b58-2613-4d2f-893b-299b2cd739b3
G.Skill Ripjaws V 16 GB,45.84,,RAM,"{'speed': '4,2400', 'modules': '2,8', 'price_per_gb': 2.865, 'color': 'Blue', 'first_word_latency': 12.5, 'cas_latency': 15}",583886e0-1801-4bd5-9b7b-b24c8a81a640
G.Skill Trident Z RGB 16 GB,54.99,,RAM,"{'speed': '4,2666', 'modules': '2,8', 'price_per_gb': 3.437, 'color': 'Black', 'first_word_latency': 13.503, 'cas_latency': 18}",b0a084be-95a1-4eb9-a73b-6526ec542d9a
ADATA XPG CASTER RGB 16 GB,291.64,,RAM,"{'speed': '5,6400', 'modules': '1,16', 'price_per_gb': 18.227, 'color': 'Black / Silver', 'first_word_latency': 12.5, 'cas_latency': 40}",57aff0d8-ce9e-4342-8d5e-8358a703185c
G.Skill Value 4 GB,12.54,,RAM,"{'speed': '3,1333', 'modules': '1,4', 'price_per_gb': 3.135, 'color': 'Green', 'first_word_latency': 13.503, 'cas_latency': 9}",6e1aa149-4652-4783-961c-a3a639d237c1
Corsair Vengeance RGB Pro 16 GB,64.98,,RAM,"{'speed': '4,3200', 'modules': '2,8', 'price_per_gb': 4.061, 'color': 'Black', 'first_word_latency': 10.0, 'cas_latency': 16}",ea981d7e-1a00-4b18-9e5c-7a478b3c763f
G.Skill Trident Z Royal 64 GB,225.92,,RAM,"{'speed': '4,4000', 'modules': '2,32', 'price_per_gb': 3.53, 'color': 'Gold', 'first_word_latency': 9.0, 'cas_latency': 18}",0816b5fb-621e-4dd5-ba8d-c20bae1d26b8
Patriot Viper 4 Blackout 16 GB,149.19,,RAM,"{'speed': '4,4400', 'modules': '2,8', 'price_per_gb': 9.324, 'color': 'Black', 'first_word_latency': 8.182, 'cas_latency': 18}",620217b9-eeca-47c3-b6e6-a4cdeadb4f23
Corsair Vengeance LPX 32 GB,79.98,,RAM,"{'speed': '4,2666', 'modules': '2,16', 'price_per_gb': 2.499, 'color': 'Red', 'first_word_latency': 12.003, 'cas_latency': 16}",bebc876f-f1df-4d07-96e8-c91d6827c8cd
Corsair Vengeance LPX 16 GB,114.99,,RAM,"{'speed': '4,3200', 'modules': '2,8', 'price_per_gb': 7.187, 'color': 'Black', 'first_word_latency': 10.0, 'cas_latency': 16}",9d843d5d-1f25-4efe-92e3-401d83528f9a
Corsair Vengeance LPX 256 GB,624.99,,RAM,"{'speed': '4,2666', 'modules': '8,32', 'price_per_gb': 2.441, 'color': 'Black / Yellow', 'first_word_latency': 12.003, 'cas_latency': 16}",41f0ef88-74db-48a7-a8db-12e8efb788fd
Corsair Dominator Platinum RGB 32 GB,144.99,,RAM,"{'speed': '4,4000', 'modules': '2,16', 'price_per_gb': 4.531, 'color': 'Black', 'first_word_latency': 9.5, 'cas_latency': 19}",c04de29b-fca0-4e31-b97b-ec82e371bc53
Corsair Vengeance LPX 16 GB,84.99,,RAM,"{'speed': '4,4000', 'modules': '2,8', 'price_per_gb': 5.312, 'color': 'Black', 'first_word_latency': 9.0, 'cas_latency': 18}",f14b3570-f701-4fd2-acac-43fdef918712
G.Skill Ripjaws 4 8 GB,31.72,,RAM,"{'speed': '4,2400', 'modules': '2,4', 'price_per_gb': 3.965, 'color': 'Red', 'first_word_latency': 12.5, 'cas_latency': 15}",01342973-bf3d-4df7-8d48-a883b028869a
Corsair Vengeance LPX 8 GB,24.99,,RAM,"{'speed': '4,2666', 'modules': '1,8', 'price_per_gb': 3.124, 'color': 'Red', 'first_word_latency': 12.003, 'cas_latency': 16}",3c9e5a33-4294-4807-93c1-e813e433e41e
Corsair Vengeance RGB 32 GB,296.7,,RAM,"{'speed': '4,3466', 'modules': '4,8', 'price_per_gb': 9.272, 'color': 'Black', 'first_word_latency': 9.233, 'cas_latency': 16}",7c45ba84-8ee1-4ad0-b8df-ea0adaef8ee8
Timetec PINNACLE Konduit RGB 16 GB,44.55,,RAM,"{'speed': '4,3200', 'modules': '1,16', 'price_per_gb': 2.784, 'color': 'White', 'first_word_latency': 10.0, 'cas_latency': 16}",cba29b69-561d-4a6b-9256-ef04f6a545e5
G.Skill Aegis 8 GB,22.46,,RAM,"{'speed': '4,2400', 'modules': '1,8', 'price_per_gb': 2.808, 'color': 'Black / Red', 'first_word_latency': 12.5, 'cas_latency': 15}",2ddcb8ab-3d8a-40c3-86e1-1a9c6f202f33
Kingston KCP421ND8/16 16 GB,33.4,,RAM,"{'speed': '4,2133', 'modules': '1,16', 'price_per_gb': 2.087, 'color': 'Green / Black', 'first_word_latency': 14.065, 'cas_latency': 15}",3e0261c1-2022-447a-8107-e9e9ac811a79
Corsair Dominator Platinum RGB 32 GB,159.99,,RAM,"{'speed': '4,3200', 'modules': '4,8', 'price_per_gb': 5.0, 'color': 'White', 'first_word_latency': 10.0, 'cas_latency': 16}",434b3a2c-acc2-4340-a24c-620fa3e143f8
G.Skill Trident Z Royal Elite 16 GB,109.99,,RAM,"{'speed': '4,3600', 'modules': '2,8', 'price_per_gb': 6.874, 'color': 'Silver', 'first_word_latency': 8.889, 'cas_latency': 16}",c09caa1e-15f3-4520-8d55-42cdb9cd0d18
Thermaltake TOUGHRAM XG RGB 64 GB,539.99,,RAM,"{'speed': '4,3600', 'modules': '2,32', 'price_per_gb': 8.437, 'color': 'Black / Silver', 'first_word_latency': 10.0, 'cas_latency': 18}",c6dcd17b-1aa3-49b4-beab-4dd9df70435d
G.Skill Ripjaws 16 GB,34.99,,RAM,"{'speed': '4,2400', 'modules': '2,8', 'price_per_gb': 2.187, 'color': 'Black', 'first_word_latency': 13.333, 'cas_latency': 16}",27909556-9de3-4df1-8fce-5934767237b1
Crucial CT8G4SFS824A 8 GB,19.98,,RAM,"{'speed': '4,2400', 'modules': '1,8', 'price_per_gb': 2.498, 'color': 'Green / Black', 'first_word_latency': 14.167, 'cas_latency': 17}",800eaae4-61ed-40e9-9a36-33d485c76e17
Corsair Vengeance RGB RT 64 GB,199.99,,RAM,"{'speed': '4,3600', 'modules': '4,16', 'price_per_gb': 3.125, 'color': 'Black', 'first_word_latency': 10.0, 'cas_latency': 18}",ab819620-da5d-4d9b-883c-429f1a1cbe47
G.Skill Trident Z RGB 16 GB,79.98,,RAM,"{'speed': '4,3600', 'modules': '2,8', 'price_per_gb': 4.999, 'color': 'Black', 'first_word_latency': 9.444, 'cas_latency': 17}",602ec57e-9e78-4bba-a4f8-dca611ad54a1
TEAMGROUP T-Force Vulcan Z 16 GB,49.99,,RAM,"{'speed': '4,4000', 'modules': '2,8', 'price_per_gb': 3.124, 'color': 'Red', 'first_word_latency': 9.0, 'cas_latency': 18}",46fe969c-97f0-4eef-a380-c08e67950e4a
G.Skill Trident Z Royal 128 GB,339.99,,RAM,"{'speed': '4,3600', 'modules': '4,32', 'price_per_gb': 2.656, 'color': 'Gold', 'first_word_latency': 10.0, 'cas_latency': 18}",6afb014f-6727-4017-b31d-fa87bcbf89fe
G.Skill Trident Z RGB 16 GB,169.99,,RAM,"{'speed': '4,4600', 'modules': '2,8', 'price_per_gb': 10.624, 'color': 'Black', 'first_word_latency': 7.826, 'cas_latency': 18}",605e0c19-e552-49e7-96cd-c8dbf98eb798
G.Skill Trident Z Royal 16 GB,89.99,,RAM,"{'speed': '4,3600', 'modules': '2,8', 'price_per_gb': 5.624, 'color': 'Silver', 'first_word_latency': 8.889, 'cas_latency': 16}",6af1d759-e1be-48a4-b9c0-145653462ab6
TEAMGROUP T-Create Classic 64 GB,119.99,,RAM,"{'speed': '4,3200', 'modules': '2,32', 'price_per_gb': 1.875, 'color': 'Silver', 'first_word_latency': 13.75, 'cas_latency': 22}",6ad57bc4-6da3-462b-9475-3f5600293fbe
Kingston FURY Beast 8 GB,31.29,,RAM,"{'speed': '4,3733', 'modules': '1,8', 'price_per_gb': 3.911, 'color': 'Black', 'first_word_latency': 10.179, 'cas_latency': 19}",588f6de2-3898-4a98-8aad-6ebe1a6e1468
G.Skill Ripjaws V 128 GB,458.47,,RAM,"{'speed': '4,3200', 'modules': '4,32', 'price_per_gb': 3.582, 'color': 'Red', 'first_word_latency': 8.75, 'cas_latency': 14}",52a85c08-1784-4fa7-98b3-756d950f3462
Mushkin Enhanced Essentials 64 GB,112.04,,RAM,"{'speed': '4,2933', 'modules': '2,32', 'price_per_gb': 1.751, 'color': 'Black', 'first_word_latency': 14.32, 'cas_latency': 21}",e50bec54-575d-4334-9d0e-4041e0e7edfb
Mushkin Redline Lumina White 32 GB,117.98,,RAM,"{'speed': '5,6800', 'modules': '2,16', 'price_per_gb': 3.687, 'color': 'White', 'first_word_latency': 10.0, 'cas_latency': 34}",e22ba19e-9d88-45f2-a7f1-6bd009d35499
G.Skill Trident Z RGB 32 GB,379.0,,RAM,"{'speed': '4,3600', 'modules': '4,8', 'price_per_gb': 11.844, 'color': 'Black', 'first_word_latency': 9.444, 'cas_latency': 17}",59e9409d-0cc5-4feb-a915-d3c4f825710a
G.Skill Trident Z5 32 GB,136.57,,RAM,"{'speed': '5,6000', 'modules': '2,16', 'price_per_gb': 4.268, 'color': 'Black', 'first_word_latency': 13.333, 'cas_latency': 40}",1a92162d-fefd-4e13-9906-c24da1291dd5
TEAMGROUP Elite 8 GB,21.53,,RAM,"{'speed': '3,1600', 'modules': '1,8', 'price_per_gb': 2.691, 'color': 'Black', 'first_word_latency': 13.75, 'cas_latency': 11}",a93482ee-de39-42f0-8406-c068bbc0e19d
Crucial CT2KIT204864BF160B 32 GB,327.61,,RAM,"{'speed': '3,1600', 'modules': '2,16', 'price_per_gb': 10.238, 'color': 'Black / Green', 'first_word_latency': 13.75, 'cas_latency': 11}",148c6429-a3e9-4f43-aee7-36fd7d630153
Gigabyte DESIGNARE 64 GB,221.9,,RAM,"{'speed': '4,3200', 'modules': '2,32', 'price_per_gb': 3.467, 'color': 'White / Black', 'first_word_latency': 10.0, 'cas_latency': 16}",436c3c5f-4a8a-4432-827d-b5441d5510fc
ADATA AD5U480016G-DT 32 GB,136.0,,RAM,"{'speed': '5,4800', 'modules': '2,16', 'price_per_gb': 4.25, 'color': 'Black', 'first_word_latency': 16.667, 'cas_latency': 40}",ba40a83c-9b01-4fe7-857d-303513b07aab
OLOy Blade RGB 32 GB,154.99,,RAM,"{'speed': '5,7600', 'modules': '2,16', 'price_per_gb': 4.843, 'color': 'Black', 'first_word_latency': 9.474, 'cas_latency': 36}",894c1e19-12b0-4ef9-aba0-1bb1224dbccd
Corsair XMS2 2 GB,74.95,,RAM,"{'speed': '2,800', 'modules': '2,1', 'price_per_gb': 37.475, 'color': 'Black / Purple', 'first_word_latency': 10.0, 'cas_latency': 4}",679bfe95-4688-4fd5-b3c4-94083c0c2138
G.Skill Value 8 GB,17.48,,RAM,"{'speed': '3,1600', 'modules': '1,8', 'price_per_gb': 2.185, 'color': 'Black', 'first_word_latency': 13.75, 'cas_latency': 11}",f3c282b3-153d-42f4-9167-438bb6942c92
Mushkin Essentials 8 GB,15.45,,RAM,"{'speed': '3,1600', 'modules': '1,8', 'price_per_gb': 1.931, 'color': 'Black / Green', 'first_word_latency': 13.75, 'cas_latency': 11}",a005f518-522c-42bb-81b1-f0e3e29439b7
Corsair Vengeance LPX 32 GB,250.3,,RAM,"{'speed': '4,2666', 'modules': '2,16', 'price_per_gb': 7.822, 'color': 'White', 'first_word_latency': 12.003, 'cas_latency': 16}",1731374f-4e07-4c94-b9f7-abb1a1da94b0
TEAMGROUP T-Force Xtreem ARGB 32 GB,106.6,,RAM,"{'speed': '4,3200', 'modules': '2,16', 'price_per_gb': 3.331, 'color': 'White', 'first_word_latency': 10.0, 'cas_latency': 16}",d55776de-ed7e-45bf-a6be-f3b7a3226799
Patriot Signature Line 4 GB,17.79,,RAM,"{'speed': '4,2666', 'modules': '1,4', 'price_per_gb': 4.447, 'color': nan, 'first_word_latency': 14.254, 'cas_latency': 19}",cce17044-2c47-4d25-9c1f-44e54ead8474
Kingston FURY Beast RGB 32 GB,90.75,,RAM,"{'speed': '4,3200', 'modules': '1,32', 'price_per_gb': 2.836, 'color': 'Black / Silver', 'first_word_latency': 10.0, 'cas_latency': 16}",e6d19eba-7d11-4356-92d4-4dcb16c92699
Crucial CT32G48C40S5 32 GB,87.25,,RAM,"{'speed': '5,4800', 'modules': '1,32', 'price_per_gb': 2.727, 'color': 'Black', 'first_word_latency': 16.667, 'cas_latency': 40}",5f088b34-c932-4382-b2dd-7df72e2006d2
Corsair Dominator Platinum RGB 64 GB,264.99,,RAM,"{'speed': '4,3600', 'modules': '4,16', 'price_per_gb': 4.14, 'color': 'Black', 'first_word_latency': 8.889, 'cas_latency': 16}",7bff621d-4572-46d6-95f5-f12e065c5550
Crucial CT2K8G4SFS832A 16 GB,57.19,,RAM,"{'speed': '4,3200', 'modules': '2,8', 'price_per_gb': 3.574, 'color': 'Green / Black', 'first_word_latency': 13.75, 'cas_latency': 22}",3a322456-9acd-4b83-af02-06ec35bf61c8
TEAMGROUP T-Force Vulcan 32 GB,94.99,,RAM,"{'speed': '5,5600', 'modules': '2,16', 'price_per_gb': 2.968, 'color': 'Red', 'first_word_latency': 12.857, 'cas_latency': 36}",beffd176-52ac-49ab-9e85-1b65f2ab7574
TEAMGROUP Elite Plus 16 GB,45.99,,RAM,"{'speed': '5,4800', 'modules': '1,16', 'price_per_gb': 2.874, 'color': 'Black', 'first_word_latency': 16.667, 'cas_latency': 40}",23b05d87-7be1-43bf-a8dc-cf9dbb4c63e1
Kingston FURY Renegade Pro 32 GB,149.99,,RAM,"{'speed': '5,5600', 'modules': '1,32', 'price_per_gb': 4.687, 'color': 'Black', 'first_word_latency': 10.0, 'cas_latency': 28}",9a92c99b-0c0d-462a-8945-b48a6f731122
Kingston KVR16R11D4/8I 8 GB,11.95,,RAM,"{'speed': '3,1600', 'modules': '1,8', 'price_per_gb': 1.494, 'color': 'Green', 'first_word_latency': 13.75, 'cas_latency': 11}",470617fa-e546-41cb-bd46-f07b81ba27b2
G.Skill Trident Z Royal 32 GB,128.22,,RAM,"{'speed': '4,3200', 'modules': '2,16', 'price_per_gb': 4.007, 'color': 'Gold', 'first_word_latency': 10.0, 'cas_latency': 16}",640106d0-9263-4cb9-bc64-a4f07cb8c3eb
Kingston Fury Renegade RGB 32 GB,99.99,,RAM,"{'speed': '4,3200', 'modules': '2,16', 'price_per_gb': 3.125, 'color': 'Black', 'first_word_latency': 10.0, 'cas_latency': 16}",8b69d4e7-8186-4786-8cc3-b06438894d93
Lexar Ares RGB 16 GB,78.33,,RAM,"{'speed': '4,4000', 'modules': '2,8', 'price_per_gb': 4.896, 'color': 'White', 'first_word_latency': 9.0, 'cas_latency': 18}",cef2fe9a-479d-4e83-8741-0e6d127f8177
Kingston FURY Beast RGB 32 GB,118.18,,RAM,"{'speed': '5,5600', 'modules': '1,32', 'price_per_gb': 3.693, 'color': 'Black', 'first_word_latency': 12.857, 'cas_latency': 36}",e579efef-828e-47da-a0bd-550ed9efd4c5
TEAMGROUP T-Force Vulcan alpha 32 GB,94.99,,RAM,"{'speed': '5,6000', 'modules': '2,16', 'price_per_gb': 2.968, 'color': 'Red', 'first_word_latency': 12.667, 'cas_latency': 38}",da9d9f47-3d56-4124-a3c6-2cf62b8722c6
Patriot Viper Venom RGB 64 GB,187.99,,RAM,"{'speed': '5,5600', 'modules': '2,32', 'price_per_gb': 2.937, 'color': 'Black / White', 'first_word_latency': 14.286, 'cas_latency': 40}",c491ad8c-0a44-4e66-a106-cddd598a253d
Kingston FURY Beast 16 GB,45.0,,RAM,"{'speed': '4,2666', 'modules': '1,16', 'price_per_gb': 2.812, 'color': 'Black', 'first_word_latency': 12.003, 'cas_latency': 16}",8988258b-27e6-4364-a85b-037d4cd170d5
VisionTek Adrenaline 4 GB,109.89,,RAM,"{'speed': '2,800', 'modules': '1,4', 'price_per_gb': 27.473, 'color': 'Green', 'first_word_latency': 15.0, 'cas_latency': 6}",9f863361-e32f-4762-b5ef-2699cca2ae19
Corsair ValueSelect 32 GB,79.98,,RAM,"{'speed': '4,2666', 'modules': '1,32', 'price_per_gb': 2.499, 'color': 'Black', 'first_word_latency': 13.503, 'cas_latency': 18}",1d5b010b-847e-4b8e-9d0a-48be3121f67b
Kingston HyperX 8 GB,77.58,,RAM,"{'speed': '3,1600', 'modules': '2,4', 'price_per_gb': 9.697, 'color': 'Blue / Silver', 'first_word_latency': 11.25, 'cas_latency': 9}",027658c6-d617-49f7-a53a-e3f86a665cfd
Kingston KVR13N9K2/16 16 GB,118.97,,RAM,"{'speed': '3,1333', 'modules': '2,8', 'price_per_gb': 7.436, 'color': 'Green', 'first_word_latency': 13.503, 'cas_latency': 9}",c3a2bf30-0a67-4a06-a6d3-9e0393589e81
G.Skill Ripjaws 32 GB,79.76,,RAM,"{'speed': '4,2133', 'modules': '4,8', 'price_per_gb': 2.493, 'color': 'Red', 'first_word_latency': 14.065, 'cas_latency': 15}",a189c9de-24f2-49ac-babb-de23059d9aa0
G.Skill Ripjaws V 8 GB,34.99,,RAM,"{'speed': '4,3200', 'modules': '2,4', 'price_per_gb': 4.374, 'color': 'Red', 'first_word_latency': 10.0, 'cas_latency': 16}",ce70501d-bb83-4485-9f06-e5eea1613b96
Thermaltake TOUGHRAM RGB 16 GB,129.99,,RAM,"{'speed': '4,3200', 'modules': '2,8', 'price_per_gb': 8.124, 'color': 'White / Silver', 'first_word_latency': 10.0, 'cas_latency': 16}",a528b430-3b67-44f2-8520-9821345b79c7
Kingston Fury Renegade RGB 64 GB,299.85,,RAM,"{'speed': '4,3600', 'modules': '4,16', 'price_per_gb': 4.685, 'color': 'Black / Silver', 'first_word_latency': 8.889, 'cas_latency': 16}",91ee9008-929a-4d4d-a8d3-3641e62cedbc
Corsair Dominator Platinum RGB 32 GB,174.99,,RAM,"{'speed': '5,6200', 'modules': '2,16', 'price_per_gb': 5.468, 'color': 'Black', 'first_word_latency': 11.613, 'cas_latency': 36}",60767979-b3ba-4ded-9ae7-de828c72f5ce
Kingston FURY Renegade Pro 256 GB,1446.73,,RAM,"{'speed': '5,6000', 'modules': '8,32', 'price_per_gb': 5.651, 'color': 'Black', 'first_word_latency': 10.667, 'cas_latency': 32}",ed739f56-49fc-48ba-b761-2a6f5e73fc82
Kingston ValueRAM 2 GB,12.4,,RAM,"{'speed': '2,667', 'modules': '1,2', 'price_per_gb': 6.2, 'color': 'Green', 'first_word_latency': 14.993, 'cas_latency': 5}",1be956c4-7fa5-45a4-affd-9ba04be3b565
Corsair Vengeance 12 GB,74.98,,RAM,"{'speed': '3,1600', 'modules': '3,4', 'price_per_gb': 6.248, 'color': 'Black / Silver', 'first_word_latency': 11.25, 'cas_latency': 9}",313f2fc8-d39a-4fe7-bb53-6f5e91a4da48
Corsair Vengeance LP 16 GB,79.98,,RAM,"{'speed': '3,1600', 'modules': '2,8', 'price_per_gb': 4.999, 'color': 'Black / Yellow', 'first_word_latency': 11.25, 'cas_latency': 9}",73f95029-cea5-4170-96fa-b153485e34f3
Kingston HyperX Fury 4 GB,39.79,,RAM,"{'speed': '3,1866', 'modules': '1,4', 'price_per_gb': 9.947, 'color': 'Blue / Silver', 'first_word_latency': 10.718, 'cas_latency': 10}",c3aabfe6-5f00-4d0d-bb79-25713f909969
TEAMGROUP T-Force Vulcan Z 8 GB,26.85,,RAM,"{'speed': '4,3600', 'modules': '1,8', 'price_per_gb': 3.356, 'color': 'Red / Black', 'first_word_latency': 10.0, 'cas_latency': 18}",4c7c4e91-41cf-44f3-8a18-89f73074eb2e
Corsair Dominator Platinum RGB 16 GB,72.0,,RAM,"{'speed': '4,3200', 'modules': '2,8', 'price_per_gb': 4.5, 'color': 'Black', 'first_word_latency': 10.0, 'cas_latency': 16}",fee3f79c-6c8d-4f62-a98f-751a4b791b5c
Kingston ValueRAM 32 GB,111.42,,RAM,"{'speed': '5,5600', 'modules': '1,32', 'price_per_gb': 3.482, 'color': 'Green / Black', 'first_word_latency': 16.429, 'cas_latency': 46}",8b1de332-15db-4038-a02e-e5594579ed8b
Crucial CT2K32G56C46S5 64 GB,209.99,,RAM,"{'speed': '5,5600', 'modules': '2,32', 'price_per_gb': 3.281, 'color': 'Black', 'first_word_latency': 16.429, 'cas_latency': 46}",98fc0536-3978-4289-ae22-520a34b09735
Kingston FURY Impact 32 GB,75.98,,RAM,"{'speed': '4,3200', 'modules': '2,16', 'price_per_gb': 2.374, 'color': 'Black', 'first_word_latency': 12.5, 'cas_latency': 20}",68459fea-be22-4dea-b70c-d6fd20519781
Mushkin Redline 32 GB,126.21,,RAM,"{'speed': '4,3200', 'modules': '2,16', 'price_per_gb': 3.944, 'color': 'White', 'first_word_latency': 8.75, 'cas_latency': 14}",2091be3f-b502-4f31-8b27-ba685e2a7ca9
Crucial CT32G56C46S5 32 GB,100.99,,RAM,"{'speed': '5,5600', 'modules': '1,32', 'price_per_gb': 3.156, 'color': 'Black', 'first_word_latency': 16.429, 'cas_latency': 46}",b6780779-7759-428b-a3cd-3ce606588bcc
Crucial CT16G56C46S5 16 GB,54.74,,RAM,"{'speed': '5,5600', 'modules': '1,16', 'price_per_gb': 3.421, 'color': 'Black', 'first_word_latency': 16.429, 'cas_latency': 46}",8cf04ee5-5f19-4d2f-a04f-093a0a278443
Mushkin Redline Lumina 32 GB,154.99,,RAM,"{'speed': '4,4133', 'modules': '2,16', 'price_per_gb': 4.843, 'color': 'White', 'first_word_latency': 9.194, 'cas_latency': 19}",317a2f36-cfd4-4110-ab6b-6d2041e88955
Corsair Dominator Platinum RGB 32 GB,164.99,,RAM,"{'speed': '5,5600', 'modules': '2,16', 'price_per_gb': 5.156, 'color': 'Black / Silver', 'first_word_latency': 12.857, 'cas_latency': 36}",6b720e23-3b9a-40ed-966d-c6de2012ae5c
G.Skill Trident Z Neo 64 GB,541.04,,RAM,"{'speed': '4,3600', 'modules': '4,16', 'price_per_gb': 8.454, 'color': 'Silver / Black', 'first_word_latency': 8.889, 'cas_latency': 16}",19c31009-b1e7-4aec-be62-8c194ac65252
TEAMGROUP T-Force Delta RGB 64 GB,134.99,,RAM,"{'speed': '4,3200', 'modules': '2,32', 'price_per_gb': 2.109, 'color': 'Black', 'first_word_latency': 10.0, 'cas_latency': 16}",fe0b065c-b642-4254-a5db-07f368b4130a
Patriot Viper Venom RGB 32 GB,122.99,,RAM,"{'speed': '5,7000', 'modules': '2,16', 'price_per_gb': 3.843, 'color': 'Black / White', 'first_word_latency': 11.429, 'cas_latency': 40}",a50ec0a0-9180-49fa-a839-6567831d2fb9
Lexar Ares RGB 16 GB,78.9,,RAM,"{'speed': '4,3866', 'modules': '2,8', 'price_per_gb': 4.931, 'color': 'White', 'first_word_latency': 9.312, 'cas_latency': 18}",f15dfbb9-aa54-477a-97ff-6cfdf43dd736
Patriot Viper Venom RGB 32 GB,112.99,,RAM,"{'speed': '5,6400', 'modules': '2,16', 'price_per_gb': 3.531, 'color': 'Black / White', 'first_word_latency': 12.5, 'cas_latency': 40}",4cc3d2d5-5206-4889-aba1-9f5ac30705b6
G.Skill NS 16 GB,39.47,,RAM,"{'speed': '4,2400', 'modules': '2,8', 'price_per_gb': 2.467, 'color': 'Black', 'first_word_latency': 12.5, 'cas_latency': 15}",d0bddf86-a428-4fcd-85ae-399c102f8ecd
Corsair Vengeance RGB Pro 32 GB,823.96,,RAM,"{'speed': '4,4266', 'modules': '4,8', 'price_per_gb': 25.749, 'color': 'Black', 'first_word_latency': 8.908, 'cas_latency': 19}",7ed1b032-a3d6-4649-b052-157e284f0097
Patriot Viper Xtreme 5 RGB 48 GB,237.99,,RAM,"{'speed': '5,7600', 'modules': '2,24', 'price_per_gb': 4.958, 'color': 'Black', 'first_word_latency': 9.474, 'cas_latency': 36}",3bff4d9b-83fa-401f-8aaa-0cd82d8d93b4
Kingston FURY Renegade Pro 16 GB,79.99,,RAM,"{'speed': '5,4800', 'modules': '1,16', 'price_per_gb': 4.999, 'color': 'Black', 'first_word_latency': 15.0, 'cas_latency': 36}",d7f4e134-3c38-45d6-9a87-0661c906944a
